,d,v
2621,2012-10-01,4.7
2622,2012-10-02,4.7
2623,2012-10-03,4.7
2624,2012-10-04,4.7
2625,2012-10-05,4.71
2626,2012-10-09,4.71
2627,2012-10-10,4.71
2628,2012-10-11,4.72
2629,2012-10-12,4.72
2630,2012-10-15,4.73
2631,2012-10-16,4.73
2632,2012-10-17,4.73
2633,2012-10-18,4.73
2634,2012-10-19,4.74
2635,2012-10-22,4.74
2636,2012-10-23,4.74
2637,2012-10-24,4.75
2638,2012-10-25,4.75
2639,2012-10-26,4.75
2640,2012-10-29,4.76
2641,2012-10-30,4.76
2642,2012-10-31,4.77
2643,2012-11-01,4.77
2644,2012-11-02,4.77
2645,2012-11-05,4.77
2646,2012-11-07,4.77
2647,2012-11-08,4.77
2648,2012-11-09,4.78
2649,2012-11-12,4.78
2650,2012-11-13,4.78
2651,2012-11-14,4.79
2652,2012-11-15,4.79
2653,2012-11-16,4.8
2654,2012-11-19,4.8
2655,2012-11-20,4.8100000000000005
2656,2012-11-21,4.8100000000000005
2657,2012-11-22,4.82
2658,2012-11-23,4.82
2659,2012-11-27,4.82
2660,2012-11-28,4.83
2661,2012-11-29,4.83
2662,2012-11-30,4.83
2663,2012-12-03,4.84
2664,2012-12-04,4.84
2665,2012-12-05,4.85
2666,2012-12-06,4.85
2667,2012-12-07,4.86
2668,2012-12-10,4.86
2669,2012-12-11,4.87
2670,2012-12-12,4.87
2671,2012-12-13,4.87
2672,2012-12-14,4.88
2673,2012-12-17,4.88
2674,2012-12-18,4.89
2675,2012-12-19,4.89
2676,2012-12-20,4.9
2677,2012-12-21,4.9
2678,2012-12-26,4.91
2679,2012-12-27,4.91
2680,2012-12-28,4.91
2681,2012-12-31,4.92
2682,2013-01-02,4.92
2683,2013-01-03,4.93
2684,2013-01-04,4.93
2685,2013-01-07,4.93
2686,2013-01-08,4.93
2687,2013-01-09,4.94
2688,2013-01-10,4.94
2689,2013-01-11,4.94
2690,2013-01-14,4.95
2691,2013-01-15,4.95
2692,2013-01-16,4.95
2693,2013-01-17,4.95
2694,2013-01-18,4.95
2695,2013-01-21,4.96
2696,2013-01-22,4.96
2697,2013-01-23,4.96
2698,2013-01-24,4.96
2699,2013-01-25,4.96
2700,2013-01-28,4.97
2701,2013-01-29,4.97
2702,2013-01-30,4.98
2703,2013-02-01,4.98
2704,2013-02-04,4.98
2705,2013-02-05,4.98
2706,2013-02-06,4.99
2707,2013-02-07,4.99
2708,2013-02-08,5.0
2709,2013-02-13,5.0
2710,2013-02-14,5.0
2711,2013-02-15,5.01
2712,2013-02-18,5.02
2713,2013-02-19,5.02
2714,2013-02-21,5.03
2715,2013-02-22,5.03
2716,2013-02-25,5.03
2717,2013-02-26,5.04
2718,2013-02-27,5.04
2719,2013-02-28,5.04
2720,2013-03-01,5.05
2721,2013-03-04,5.05
2722,2013-03-05,5.06
2723,2013-03-06,5.06
2724,2013-03-07,5.06
2725,2013-03-08,5.06
2726,2013-03-11,5.07
2727,2013-03-12,5.08
2728,2013-03-13,5.08
2729,2013-03-14,5.08
2730,2013-03-15,5.09
2731,2013-03-18,5.1
2732,2013-03-19,5.1
2733,2013-03-20,5.1
2734,2013-03-21,5.1
2735,2013-03-22,5.11
2736,2013-03-25,5.12
2737,2013-03-26,5.12
2738,2013-03-27,5.12
2739,2013-04-03,5.13
2740,2013-04-04,5.13
2741,2013-04-05,5.14
2742,2013-04-08,5.13
2743,2013-04-09,5.14
2744,2013-04-10,5.14
2745,2013-04-11,5.14
2746,2013-04-12,5.15
2747,2013-04-15,5.15
2748,2013-04-16,5.16
2749,2013-04-17,5.16
2750,2013-04-18,5.16
2751,2013-04-19,5.16
2752,2013-04-22,5.17
2753,2013-04-23,5.17
2754,2013-04-24,5.17
2755,2013-04-25,5.18
2756,2013-04-26,5.18
2757,2013-04-29,5.18
2758,2013-04-30,5.18
2759,2013-05-02,5.19
2760,2013-05-03,5.2
2761,2013-05-06,5.21
2762,2013-05-07,5.21
2763,2013-05-08,5.21
2764,2013-05-09,5.22
2765,2013-05-10,5.23
2766,2013-05-13,5.23
2767,2013-05-14,5.24
2768,2013-05-15,5.24
2769,2013-05-16,5.23
2770,2013-05-17,5.23
2771,2013-05-20,5.24
2772,2013-05-21,5.25
2773,2013-05-22,5.25
2774,2013-05-23,5.26
2775,2013-05-24,5.27
2776,2013-05-27,5.27
2777,2013-05-28,5.27
2778,2013-05-29,5.27
2779,2013-05-30,5.28
2780,2013-05-31,5.28
2781,2013-06-03,5.29
2782,2013-06-04,5.29
2783,2013-06-05,5.29
2784,2013-06-06,5.3
2785,2013-06-07,5.3
2786,2013-06-10,5.31
2787,2013-06-11,5.31
2788,2013-06-12,5.32
2789,2013-06-13,5.33
2790,2013-06-14,5.33
2791,2013-06-17,5.34
2792,2013-06-18,5.34
2793,2013-06-19,5.35
2794,2013-06-24,5.36
2795,2013-06-25,5.36
2796,2013-06-26,5.37
2797,2013-06-27,5.38
2798,2013-06-28,5.39
2799,2013-07-01,5.39
2800,2013-07-02,5.39
2801,2013-07-03,5.4
2802,2013-07-04,5.41
2803,2013-07-05,5.4
2804,2013-07-08,5.41
2805,2013-07-10,5.41
2806,2013-07-11,5.42
2807,2013-07-12,5.42
2808,2013-07-15,5.43
2809,2013-07-16,5.43
2810,2013-07-17,5.44
2811,2013-07-18,5.45
2812,2013-07-19,5.46
2813,2013-07-22,5.46
2814,2013-07-23,5.46
2815,2013-07-24,5.46
2816,2013-07-25,5.47
2817,2013-07-26,5.48
2818,2013-07-29,5.49
2819,2013-07-30,5.5
2820,2013-07-31,5.51
2821,2013-08-01,5.51
2822,2013-08-02,5.52
2823,2013-08-05,5.52
2824,2013-08-06,5.53
2825,2013-08-07,5.53
2826,2013-08-08,5.54
2827,2013-08-09,5.54
2828,2013-08-12,5.55
2829,2013-08-13,5.5600000000000005
2830,2013-08-14,5.57
2831,2013-08-15,5.57
2832,2013-08-16,5.59
2833,2013-08-20,5.6
2834,2013-08-21,5.6
2835,2013-08-22,5.61
2836,2013-08-23,5.62
2837,2013-08-26,5.63
2838,2013-08-27,5.64
2839,2013-08-28,5.65
2840,2013-08-29,5.66
2841,2013-08-30,5.67
2842,2013-09-02,5.68
2843,2013-09-03,5.69
2844,2013-09-04,5.7
2845,2013-09-05,5.71
2846,2013-09-06,5.7
2847,2013-09-09,5.7
2848,2013-09-10,5.71
2849,2013-09-11,5.72
2850,2013-09-12,5.72
2851,2013-09-13,5.72
2852,2013-09-16,5.73
2853,2013-09-17,5.74
2854,2013-09-18,5.75
2855,2013-09-19,5.76
2856,2013-09-20,5.76
2857,2013-09-23,5.77
2858,2013-09-24,5.77
2859,2013-09-25,5.77
2860,2013-09-26,5.78
2861,2013-09-27,5.79
2862,2013-09-30,5.79
2863,2013-10-01,5.8
2864,2013-10-02,5.8
2865,2013-10-03,5.8100000000000005
2866,2013-10-04,5.8100000000000005
2867,2013-10-07,5.82
2868,2013-10-08,5.82
2869,2013-10-09,5.82
2870,2013-10-10,5.83
2871,2013-10-11,5.83
2872,2013-10-15,5.84
2873,2013-10-16,5.84
2874,2013-10-17,5.85
2875,2013-10-18,5.85
2876,2013-10-21,5.86
2877,2013-10-22,5.86
2878,2013-10-23,5.86
2879,2013-10-24,5.87
2880,2013-10-25,5.88
2881,2013-10-28,5.89
2882,2013-10-29,5.89
2883,2013-10-30,5.9
2884,2013-10-31,5.91
2885,2013-11-01,5.92
2886,2013-11-04,5.94
2887,2013-11-05,5.95
2888,2013-11-07,5.94
2889,2013-11-08,5.96
2890,2013-11-11,5.97
2891,2013-11-12,5.97
2892,2013-11-13,5.98
2893,2013-11-14,5.99
2894,2013-11-15,5.99
2895,2013-11-18,6.0
2896,2013-11-19,6.02
2897,2013-11-20,6.04
2898,2013-11-21,6.06
2899,2013-11-22,6.08
2900,2013-11-26,6.09
2901,2013-11-27,6.11
2902,2013-11-28,6.12
2903,2013-11-29,6.14
2904,2013-12-02,6.15
2905,2013-12-03,6.17
2906,2013-12-04,6.2
2907,2013-12-05,6.22
2908,2013-12-06,6.24
2909,2013-12-09,6.25
2910,2013-12-10,6.26
2911,2013-12-11,6.27
2912,2013-12-12,6.28
2913,2013-12-13,6.29
2914,2013-12-16,6.31
2915,2013-12-17,6.33
2916,2013-12-18,6.36
2917,2013-12-19,6.4
2918,2013-12-20,6.42
2919,2013-12-23,6.44
2920,2013-12-26,6.47
2921,2013-12-27,6.49
2922,2013-12-30,6.52
2923,2014-01-02,6.54
2924,2014-01-03,6.5600000000000005
2925,2014-01-06,6.59
2926,2014-01-07,6.6
2927,2014-01-08,6.6
2928,2014-01-09,6.63
2929,2014-01-10,6.65
2930,2014-01-13,6.69
2931,2014-01-14,6.71
2932,2014-01-15,6.74
2933,2014-01-16,6.77
2934,2014-01-17,6.8100000000000005
2935,2014-01-20,6.83
2936,2014-01-21,6.88
2937,2014-01-22,6.91
2938,2014-01-23,7.53
2939,2014-01-24,8.02
2940,2014-01-27,8.01
2941,2014-01-28,8.02
2942,2014-01-29,8.02
2943,2014-01-30,8.02
2944,2014-01-31,8.02
2945,2014-02-03,8.02
2946,2014-02-04,8.01
2947,2014-02-05,7.97
2948,2014-02-06,7.91
2949,2014-02-07,7.86
2950,2014-02-10,7.84
2951,2014-02-11,7.82
2952,2014-02-12,7.82
2953,2014-02-13,7.8
2954,2014-02-14,7.78
2955,2014-02-17,7.76
2956,2014-02-18,7.76
2957,2014-02-19,7.77
2958,2014-02-20,7.8
2959,2014-02-21,7.84
2960,2014-02-24,7.86
2961,2014-02-25,7.86
2962,2014-02-26,7.87
2963,2014-02-27,7.89
2964,2014-02-28,7.88
2965,2014-03-05,7.88
2966,2014-03-06,7.88
2967,2014-03-07,7.87
2968,2014-03-10,7.87
2969,2014-03-11,7.87
2970,2014-03-12,7.87
2971,2014-03-13,7.88
2972,2014-03-14,7.9
2973,2014-03-17,7.91
2974,2014-03-18,7.93
2975,2014-03-19,7.95
2976,2014-03-20,7.96
2977,2014-03-21,7.97
2978,2014-03-25,8.0
2979,2014-03-26,8.01
2980,2014-03-27,8.01
2981,2014-03-28,8.0
2982,2014-03-31,8.01
2983,2014-04-01,8.0
2984,2014-04-03,8.0
2985,2014-04-04,8.0
2986,2014-04-07,8.0
2987,2014-04-08,8.0
2988,2014-04-09,8.0
2989,2014-04-10,8.0
2990,2014-04-11,8.0
2991,2014-04-14,8.0
2992,2014-04-15,8.0
2993,2014-04-16,8.0
2994,2014-04-21,8.0
2995,2014-04-22,8.0
2996,2014-04-23,8.0
2997,2014-04-24,8.0
2998,2014-04-25,8.0
2999,2014-04-28,8.0
3000,2014-04-29,8.0
3001,2014-04-30,8.0
3002,2014-05-05,8.0
3003,2014-05-06,8.0
3004,2014-05-07,8.0
3005,2014-05-08,8.0
3006,2014-05-09,8.0
3007,2014-05-12,8.01
3008,2014-05-13,8.02
3009,2014-05-14,8.03
3010,2014-05-15,8.05
3011,2014-05-16,8.06
3012,2014-05-19,8.06
3013,2014-05-20,8.06
3014,2014-05-21,8.06
3015,2014-05-22,8.06
3016,2014-05-23,8.07
3017,2014-05-26,8.07
3018,2014-05-27,8.07
3019,2014-05-28,8.07
3020,2014-05-29,8.08
3021,2014-05-30,8.08
3022,2014-06-02,8.08
3023,2014-06-03,8.09
3024,2014-06-04,8.1
3025,2014-06-05,8.12
3026,2014-06-06,8.14
3027,2014-06-09,8.13
3028,2014-06-10,8.13
3029,2014-06-11,8.13
3030,2014-06-12,8.13
3031,2014-06-13,8.13
3032,2014-06-16,8.14
3033,2014-06-17,8.13
3034,2014-06-18,8.13
3035,2014-06-19,8.13
3036,2014-06-23,8.13
3037,2014-06-24,8.13
3038,2014-06-25,8.13
3039,2014-06-26,8.13
3040,2014-06-27,8.13
3041,2014-06-30,8.13
3042,2014-07-01,8.13
3043,2014-07-02,8.14
3044,2014-07-03,8.14
3045,2014-07-04,8.14
3046,2014-07-07,8.14
3047,2014-07-08,8.14
3048,2014-07-10,8.15
3049,2014-07-11,8.15
3050,2014-07-14,8.15
3051,2014-07-15,8.15
3052,2014-07-16,8.15
3053,2014-07-17,8.16
3054,2014-07-18,8.16
3055,2014-07-21,8.16
3056,2014-07-22,8.16
3057,2014-07-23,8.17
3058,2014-07-24,8.17
3059,2014-07-25,8.18
3060,2014-07-28,8.18
3061,2014-07-29,8.19
3062,2014-07-30,8.2
3063,2014-07-31,8.21
3064,2014-08-01,8.22
3065,2014-08-04,8.25
3066,2014-08-05,8.27
3067,2014-08-06,8.27
3068,2014-08-07,8.27
3069,2014-08-08,8.27
3070,2014-08-11,8.27
3071,2014-08-12,8.27
3072,2014-08-13,8.27
3073,2014-08-14,8.28
3074,2014-08-15,8.28
3075,2014-08-19,8.28
3076,2014-08-20,8.3
3077,2014-08-21,8.35
3078,2014-08-22,8.42
3079,2014-08-25,8.41
3080,2014-08-26,8.41
3081,2014-08-27,8.41
3082,2014-08-28,8.41
3083,2014-08-29,8.4
3084,2014-09-01,8.41
3085,2014-09-02,8.41
3086,2014-09-03,8.41
3087,2014-09-04,8.4
3088,2014-09-05,8.41
3089,2014-09-08,8.42
3090,2014-09-09,8.41
3091,2014-09-10,8.4
3092,2014-09-11,8.4
3093,2014-09-12,8.4
3094,2014-09-15,8.4
3095,2014-09-16,8.4
3096,2014-09-17,8.41
3097,2014-09-18,8.42
3098,2014-09-19,8.42
3099,2014-09-22,8.43
3100,2014-09-23,8.43
3101,2014-09-24,8.43
3102,2014-09-25,8.43
3103,2014-09-26,8.44
3104,2014-09-29,8.46
3105,2014-09-30,8.46
3106,2014-10-01,8.45
3107,2014-10-02,8.45
3108,2014-10-03,8.46
3109,2014-10-06,8.46
3110,2014-10-07,8.47
3111,2014-10-08,8.46
3112,2014-10-09,8.47
3113,2014-10-10,8.48
3114,2014-10-14,8.48
3115,2014-10-15,8.48
3116,2014-10-16,8.48
3117,2014-10-17,8.48
3118,2014-10-20,8.48
3119,2014-10-21,8.5
3120,2014-10-22,8.49
3121,2014-10-23,8.49
3122,2014-10-24,8.49
3123,2014-10-27,8.5
3124,2014-10-28,8.5
3125,2014-10-29,8.5
3126,2014-10-30,8.5
3127,2014-10-31,8.5
3128,2014-11-03,8.51
3129,2014-11-04,8.51
3130,2014-11-05,8.51
3131,2014-11-07,8.51
3132,2014-11-10,8.51
3133,2014-11-11,8.51
3134,2014-11-12,8.51
3135,2014-11-13,8.51
3136,2014-11-14,8.51
3137,2014-11-17,8.51
3138,2014-11-18,8.51
3139,2014-11-19,8.51
3140,2014-11-20,8.51
3141,2014-11-21,8.52
3142,2014-11-25,8.52
3143,2014-11-26,8.52
3144,2014-11-27,8.53
3145,2014-11-28,8.53
3146,2014-12-01,8.53
3147,2014-12-02,8.54
3148,2014-12-03,8.54
3149,2014-12-04,8.54
3150,2014-12-05,8.55
3151,2014-12-09,8.56
3152,2014-12-10,8.55
3153,2014-12-11,8.55
3154,2014-12-12,8.55
3155,2014-12-15,8.55
3156,2014-12-16,8.55
3157,2014-12-17,8.55
3158,2014-12-18,8.55
3159,2014-12-19,8.55
3160,2014-12-22,8.55
3161,2014-12-23,8.55
3162,2014-12-24,8.55
3163,2014-12-29,8.55
3164,2014-12-30,8.55
3165,2015-01-02,8.55
3166,2015-01-05,8.56
3167,2015-01-06,8.57
3168,2015-01-07,8.58
3169,2015-01-08,8.59
3170,2015-01-09,8.59
3171,2015-01-12,8.59
3172,2015-01-13,8.59
3173,2015-01-14,8.6
3174,2015-01-15,8.6
3175,2015-01-16,8.6
3176,2015-01-19,8.6
3177,2015-01-20,8.61
3178,2015-01-21,8.61
3179,2015-01-22,8.62
3180,2015-01-23,8.63
3181,2015-01-26,8.63
3182,2015-01-27,8.63
3183,2015-01-28,8.63
3184,2015-01-29,8.63
3185,2015-01-30,8.64
3186,2015-02-02,8.65
3187,2015-02-03,8.66
3188,2015-02-04,8.66
3189,2015-02-05,8.66
3190,2015-02-06,8.66
3191,2015-02-09,8.66
3192,2015-02-10,8.67
3193,2015-02-11,8.68
3194,2015-02-12,8.68
3195,2015-02-13,8.68
3196,2015-02-18,8.69
3197,2015-02-19,8.69
3198,2015-02-20,8.7
3199,2015-02-23,8.71
3200,2015-02-24,8.72
3201,2015-02-25,8.72
3202,2015-02-26,8.73
3203,2015-02-27,8.72
3204,2015-03-02,8.73
3205,2015-03-03,8.74
3206,2015-03-04,8.74
3207,2015-03-05,8.75
3208,2015-03-06,8.76
3209,2015-03-09,8.76
3210,2015-03-10,8.77
3211,2015-03-11,8.77
3212,2015-03-12,8.78
3213,2015-03-13,8.78
3214,2015-03-16,8.78
3215,2015-03-17,8.79
3216,2015-03-18,8.79
3217,2015-03-19,8.79
3218,2015-03-20,8.8
3219,2015-03-25,8.8
3220,2015-03-26,8.8
3221,2015-03-27,8.81
3222,2015-03-30,8.82
3223,2015-03-31,8.82
3224,2015-04-01,8.83
3225,2015-04-06,8.83
3226,2015-04-07,8.83
3227,2015-04-08,8.84
3228,2015-04-09,8.84
3229,2015-04-10,8.85
3230,2015-04-13,8.85
3231,2015-04-14,8.86
3232,2015-04-15,8.86
3233,2015-04-16,8.87
3234,2015-04-17,8.87
3235,2015-04-20,8.87
3236,2015-04-21,8.87
3237,2015-04-22,8.88
3238,2015-04-23,8.88
3239,2015-04-24,8.89
3240,2015-04-27,8.89
3241,2015-04-28,8.9
3242,2015-04-29,8.9
3243,2015-04-30,8.9
3244,2015-05-04,8.91
3245,2015-05-05,8.91
3246,2015-05-06,8.92
3247,2015-05-07,8.92
3248,2015-05-08,8.93
3249,2015-05-11,8.93
3250,2015-05-12,8.94
3251,2015-05-13,8.94
3252,2015-05-14,8.94
3253,2015-05-15,8.95
3254,2015-05-18,8.95
3255,2015-05-19,8.96
3256,2015-05-20,8.96
3257,2015-05-21,8.97
3258,2015-05-22,8.97
3259,2015-05-26,8.97
3260,2015-05-27,8.98
3261,2015-05-28,8.98
3262,2015-05-29,8.99
3263,2015-06-01,9.0
3264,2015-06-02,9.0
3265,2015-06-03,9.01
3266,2015-06-04,9.01
3267,2015-06-05,9.01
3268,2015-06-08,9.02
3269,2015-06-09,9.02
3270,2015-06-10,9.03
3271,2015-06-11,9.03
3272,2015-06-12,9.04
3273,2015-06-15,9.04
3274,2015-06-16,9.05
3275,2015-06-17,9.05
3276,2015-06-18,9.05
3277,2015-06-19,9.06
3278,2015-06-22,9.06
3279,2015-06-23,9.06
3280,2015-06-24,9.07
3281,2015-06-25,9.07
3282,2015-06-26,9.08
3283,2015-06-29,9.08
3284,2015-06-30,9.09
3285,2015-07-01,9.09
3286,2015-07-02,9.1
3287,2015-07-03,9.1
3288,2015-07-06,9.11
3289,2015-07-07,9.11
3290,2015-07-08,9.12
3291,2015-07-10,9.12
3292,2015-07-13,9.13
3293,2015-07-14,9.13
3294,2015-07-15,9.14
3295,2015-07-16,9.14
3296,2015-07-17,9.15
3297,2015-07-20,9.15
3298,2015-07-21,9.15
3299,2015-07-22,9.16
3300,2015-07-23,9.16
3301,2015-07-24,9.17
3302,2015-07-27,9.17
3303,2015-07-28,9.18
3304,2015-07-29,9.18
3305,2015-07-30,9.18
3306,2015-07-31,9.19
3307,2015-08-03,9.19
3308,2015-08-04,9.2
3309,2015-08-05,9.2
3310,2015-08-06,9.21
3311,2015-08-07,9.21
3312,2015-08-10,9.22
3313,2015-08-11,9.22
3314,2015-08-12,9.23
3315,2015-08-13,9.24
3316,2015-08-14,9.24
3317,2015-08-18,9.25
3318,2015-08-19,9.25
3319,2015-08-20,9.26
3320,2015-08-21,9.26
3321,2015-08-24,9.27
3322,2015-08-25,9.27
3323,2015-08-26,9.28
3324,2015-08-27,9.28
3325,2015-08-28,9.29
3326,2015-08-31,9.3
3327,2015-09-01,9.3
3328,2015-09-02,9.31
3329,2015-09-03,9.32
3330,2015-09-04,9.32
3331,2015-09-07,9.33
3332,2015-09-08,9.33
3333,2015-09-09,9.34
3334,2015-09-10,9.35
3335,2015-09-11,9.35
3336,2015-09-14,9.36
3337,2015-09-15,9.36
3338,2015-09-16,9.37
3339,2015-09-17,9.38
3340,2015-09-18,9.38
3341,2015-09-21,9.39
3342,2015-09-22,9.39
3343,2015-09-23,9.4
3344,2015-09-24,9.4
3345,2015-09-25,9.41
3346,2015-09-28,9.41
3347,2015-09-29,9.41
3348,2015-09-30,9.42
3349,2015-10-01,9.43
3350,2015-10-02,9.44
3351,2015-10-05,9.44
3352,2015-10-06,9.45
3353,2015-10-07,9.45
3354,2015-10-08,9.46
3355,2015-10-09,9.47
3356,2015-10-13,9.47
3357,2015-10-14,9.48
3358,2015-10-15,9.48
3359,2015-10-16,9.49
3360,2015-10-19,9.5
3361,2015-10-20,9.5
3362,2015-10-21,9.51
3363,2015-10-22,9.51
3364,2015-10-23,9.52
3365,2015-10-26,9.53
3366,2015-10-27,9.53
3367,2015-10-28,9.54
3368,2015-10-29,9.54
3369,2015-10-30,9.55
3370,2015-11-02,9.55
3371,2015-11-03,9.56
3372,2015-11-04,9.57
3373,2015-11-05,9.58
3374,2015-11-09,9.59
3375,2015-11-10,9.59
3376,2015-11-11,9.6
3377,2015-11-12,9.61
3378,2015-11-13,9.62
3379,2015-11-16,9.63
3380,2015-11-17,9.64
3381,2015-11-18,9.65
3382,2015-11-19,9.66
3383,2015-11-20,9.67
3384,2015-11-23,9.67
3385,2015-11-24,9.67
3386,2015-11-25,9.68
3387,2015-11-26,9.68
3388,2015-11-30,9.69
3389,2015-12-01,9.7
3390,2015-12-02,9.71
3391,2015-12-03,9.72
3392,2015-12-04,9.73
3393,2015-12-09,9.74
3394,2015-12-10,9.75
3395,2015-12-11,9.77
3396,2015-12-14,9.79
3397,2015-12-15,9.81
3398,2015-12-16,9.83
3399,2015-12-17,13.76
3400,2015-12-18,13.42
3401,2015-12-21,12.81
3402,2015-12-22,12.94
3403,2015-12-23,13.04
3404,2015-12-24,13.05
3405,2015-12-28,13.06
3406,2015-12-29,12.97
3407,2015-12-30,12.98
3408,2015-12-31,13.01
3409,2016-01-04,13.07
3410,2016-01-05,13.46
3411,2016-01-06,13.84
3412,2016-01-07,13.94
3413,2016-01-08,13.87
3414,2016-01-11,13.87
3415,2016-01-12,13.58
3416,2016-01-13,13.56
3417,2016-01-14,13.46
3418,2016-01-15,13.44
3419,2016-01-18,13.51
3420,2016-01-19,13.49
3421,2016-01-20,13.45
3422,2016-01-21,13.55
3423,2016-01-22,13.72
3424,2016-01-25,13.78
3425,2016-01-26,13.84
3426,2016-01-27,13.89
3427,2016-01-28,13.89
3428,2016-01-29,13.9
3429,2016-02-01,14.09
3430,2016-02-02,14.14
3431,2016-02-03,14.14
3432,2016-02-04,14.19
3433,2016-02-05,14.31
3434,2016-02-10,14.47
3435,2016-02-11,14.56
3436,2016-02-12,14.73
3437,2016-02-15,14.77
3438,2016-02-16,14.85
3439,2016-02-17,14.91
3440,2016-02-18,15.03
3441,2016-02-19,15.03
3442,2016-02-22,15.09
3443,2016-02-23,15.42
3444,2016-02-24,15.35
3445,2016-02-25,15.37
3446,2016-02-26,15.44
3447,2016-02-29,15.58
3448,2016-03-01,15.92
3449,2016-03-02,15.69
3450,2016-03-03,15.45
3451,2016-03-04,15.2
3452,2016-03-07,15.34
3453,2016-03-08,15.44
3454,2016-03-09,15.36
3455,2016-03-10,15.34
3456,2016-03-11,15.12
3457,2016-03-14,14.8
3458,2016-03-15,14.61
3459,2016-03-16,14.51
3460,2016-03-17,14.63
3461,2016-03-18,14.82
3462,2016-03-21,14.58
3463,2016-03-22,14.25
3464,2016-03-23,14.43
3465,2016-03-28,14.64
3466,2016-03-29,14.88
3467,2016-03-30,14.62
3468,2016-03-31,14.58
3469,2016-04-01,14.7
3470,2016-04-04,14.78
3471,2016-04-05,14.68
3472,2016-04-06,14.69
3473,2016-04-07,14.53
3474,2016-04-08,14.43
3475,2016-04-11,14.51
3476,2016-04-12,14.54
3477,2016-04-13,14.42
3478,2016-04-14,14.37
3479,2016-04-15,14.3
3480,2016-04-18,14.14
3481,2016-04-19,14.14
3482,2016-04-20,14.24
3483,2016-04-21,14.36
3484,2016-04-22,14.46
3485,2016-04-25,14.33
3486,2016-04-26,14.31
3487,2016-04-27,14.24
3488,2016-04-28,14.17
3489,2016-04-29,14.26
3490,2016-05-02,14.26
3491,2016-05-03,14.21
3492,2016-05-04,14.21
3493,2016-05-05,14.25
3494,2016-05-06,14.24
3495,2016-05-09,14.22
3496,2016-05-10,14.23
3497,2016-05-11,14.22
3498,2016-05-12,14.2
3499,2016-05-13,14.16
3500,2016-05-16,14.15
3501,2016-05-17,14.13
3502,2016-05-18,14.11
3503,2016-05-19,14.12
3504,2016-05-20,14.08
3505,2016-05-23,14.01
3506,2016-05-24,14.02
3507,2016-05-26,14.09
3508,2016-05-27,13.99
3509,2016-05-30,13.96
3510,2016-05-31,14.01
3511,2016-06-01,13.95
3512,2016-06-02,13.93
3513,2016-06-03,13.88
3514,2016-06-06,13.78
3515,2016-06-07,13.8
3516,2016-06-08,13.84
3517,2016-06-09,13.85
3518,2016-06-10,13.82
3519,2016-06-13,13.8
3520,2016-06-14,13.77
3521,2016-06-15,13.76
3522,2016-06-16,13.79
3523,2016-06-21,13.88
3524,2016-06-22,14.03
3525,2016-06-23,14.19
3526,2016-06-24,14.84
3527,2016-06-27,15.03
3528,2016-06-28,15.06
3529,2016-06-29,14.9
3530,2016-06-30,14.92
3531,2016-07-01,15.12
3532,2016-07-04,15.07
3533,2016-07-05,15.02
3534,2016-07-06,14.76
3535,2016-07-07,14.69
3536,2016-07-11,14.71
3537,2016-07-12,14.6
3538,2016-07-13,14.57
3539,2016-07-14,14.62
3540,2016-07-15,14.86
3541,2016-07-18,15.06
3542,2016-07-19,15.19
3543,2016-07-20,15.0
3544,2016-07-21,15.04
3545,2016-07-22,14.95
3546,2016-07-25,14.93
3547,2016-07-26,14.96
3548,2016-07-27,14.98
3549,2016-07-28,15.03
3550,2016-07-29,15.04
3551,2016-08-01,14.99
3552,2016-08-02,14.85
3553,2016-08-03,14.87
3554,2016-08-04,14.88
3555,2016-08-05,14.85
3556,2016-08-08,14.79
3557,2016-08-09,14.77
3558,2016-08-10,14.75
3559,2016-08-11,14.66
3560,2016-08-12,14.65
3561,2016-08-16,14.67
3562,2016-08-17,14.7
3563,2016-08-18,14.85
3564,2016-08-19,14.94
3565,2016-08-22,14.9
3566,2016-08-23,14.83
3567,2016-08-24,14.87
3568,2016-08-25,14.88
3569,2016-08-26,14.93
3570,2016-08-29,15.06
3571,2016-08-30,15.1
3572,2016-08-31,14.9
3573,2016-09-01,14.88
3574,2016-09-02,14.9
3575,2016-09-05,15.0
3576,2016-09-06,15.01
3577,2016-09-07,15.03
3578,2016-09-08,15.07
3579,2016-09-09,15.06
3580,2016-09-12,14.99
3581,2016-09-13,14.91
3582,2016-09-14,15.03
3583,2016-09-15,15.04
3584,2016-09-16,15.09
3585,2016-09-19,15.15
3586,2016-09-20,15.16
3587,2016-09-21,15.14
3588,2016-09-22,15.17
3589,2016-09-23,15.16
3590,2016-09-26,15.21
3591,2016-09-27,15.27
3592,2016-09-28,15.31
3593,2016-09-29,15.4
3594,2016-09-30,15.26
3595,2016-10-03,15.23
3596,2016-10-04,15.18
3597,2016-10-05,15.18
3598,2016-10-06,15.22
3599,2016-10-07,15.21
3600,2016-10-11,15.19
3601,2016-10-12,15.15
3602,2016-10-13,15.12
3603,2016-10-14,15.12
3604,2016-10-17,15.21
3605,2016-10-18,15.2
3606,2016-10-19,15.21
3607,2016-10-20,15.18
3608,2016-10-21,15.15
3609,2016-10-24,15.12
3610,2016-10-25,15.19
3611,2016-10-26,15.22
3612,2016-10-27,15.18
3613,2016-10-28,15.19
3614,2016-10-31,15.17
3615,2016-11-01,15.13
3616,2016-11-02,15.08
3617,2016-11-03,15.13
